id	feature_ID	metabolite_refmet	CURRENT_REFMET_NAME	refmet_name	metabolite_name	lipid_class	chain_length	double_bond	sn_position	super_class	main_class	sub_class	Final_Class_Edited	formula	exactmass	pubchem_cid	kegg_id	inchi_key	lm_id	hmdb_id	chebi_id	is_review	NEW_CLASSES	Proposed.Classification	Added.By	Final_Class	CUSTOM_CLASS	Source	X	dataset
TG(55:7)_M+NH3_feature2	627	TG(55:7)_M+NH3_feature2	TG(55:7)_lp_b	TG 55:7	TG(55:7)_lp_b	TG(55:7)_M+NH3_feature2	TG	55	7	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C58H98O6	890.7363	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:10)>TG(18:2_18:3_20:5)_M+NH3_feature1	628	TG(56:10)>TG(18:2_18:3_20:5)_M+NH3_feature1	TG(18:2_18:3_20:5)	TG 18:2_18:3_20:5	TG(18:2_18:3_20:5)	TG(56:10)>TG(18:2_18:3_20:5)_M+NH3_feature1	TG	56	10	TG 18:2_18:3_20:5	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H94O6	898.705	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature1	629	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature1	TG(56:4)_lp_a	TG 56:4	TG(56:4)_lp_a	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature1	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H106O6	910.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature5	630	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature5	TG(56:4)_lp_e	TG 56:4	TG(56:4)_lp_e	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature5	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H106O6	910.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_feature4	631	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_feature4	TG(56:4)_lp_d	TG 56:4	TG(56:4)_lp_d	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature4	TG	56	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H106O6	910.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature1	632	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature1	TG(16:0_18:1_22:4)_lp_a	TG 16:0_18:1_22:4	TG(16:0_18:1_22:4)_lp_a	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature1	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H104O6	908.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature4	633	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature4	TG(16:0_18:1_22:4)_lp_d	TG 16:0_18:1_22:4	TG(16:0_18:1_22:4)_lp_d	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature4	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H104O6	908.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature5	634	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature5	TG(16:0_18:1_22:4)_lp_e	TG 16:0_18:1_22:4	TG(16:0_18:1_22:4)_lp_e	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature5	TG	56	5	TG 16:0_18:1_22:4	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H104O6	908.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:6)>TG(18:0_16:0_22:6)_M+NH3_feature5	635	TG(56:6)>TG(18:0_16:0_22:6)_M+NH3_feature5	TG(56:6)_lp_e	TG 56:6	TG(56:6)_lp_e	TG(56:6)>TG(18:0_16:0_22:6)_M+NH3_feature5	TG	56	6	TG 18:0_16:0_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H102O6	906.7676	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature1	636	TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature1	TG(56:6)_lp_a	TG 56:6	TG(56:6)_lp_a	TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature1	TG	56	6	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H102O6	906.7676	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature3	637	TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature3	TG(56:6)_lp_c	TG 56:6	TG(56:6)_lp_c	TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature3	TG	56	6	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H102O6	906.7676	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:7)>TG(16:0_18:1_22:6)_M+NH3_feature7	638	TG(56:7)>TG(16:0_18:1_22:6)_M+NH3_feature7	TG(16:0_18:1_22:6)_lp_g	TG 16:0_18:1_22:6	TG(16:0_18:1_22:6)_lp_g	TG(56:7)>TG(16:0_18:1_22:6)_M+NH3_feature7	TG	56	7	TG 16:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H100O6	904.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:7)_M+NH3_feature1	639	TG(56:7)_M+NH3_feature1	TG(56:7)_lp_a	TG 56:7	TG(56:7)_lp_a	TG(56:7)_M+NH3_feature1	TG	56	7	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H100O6	904.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:7)_feature5	640	TG(56:7)_feature5	TG(56:7)_lp_e	TG 56:7	TG(56:7)_lp_e	TG(56:7)_M+NH3_feature5	TG	56	7	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H100O6	904.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:8)>TG(16:0_18:2_22:6)_M+NH3_feature5	641	TG(56:8)>TG(16:0_18:2_22:6)_M+NH3_feature5	TG(16:0_18:2_22:6)_lp_e	TG 16:0_18:2_22:6	TG(16:0_18:2_22:6)_lp_e	TG(56:8)>TG(16:0_18:2_22:6)_M+NH3_feature5	TG	56	8	TG 16:0_18:2_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H98O6	902.7363	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:8)>TG(18:2_18:2_20:4)_feature3	642	TG(56:8)>TG(18:2_18:2_20:4)_feature3	TG(18:2_18:2_20:4)_lp_c	TG 18:2_18:2_20:4	TG(18:2_18:2_20:4)_lp_c	TG(56:8)>TG(18:2_18:2_20:4)_M+NH3_feature3	TG	56	8	TG 18:2_18:2_20:4	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H98O6	902.7363	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(56:9)_M+NH3_feature2	643	TG(56:9)_M+NH3_feature2	TG(56:9)_lp_b	TG 56:9	TG(56:9)_lp_b	TG(56:9)_M+NH3_feature2	TG	56	9	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C59H96O6	900.7207	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(57:1)>TG(16:0_18:1_23:0)_and_TG(18:0_18:1_21:0)_M+NH3_feature1	644	TG(57:1)>TG(16:0_18:1_23:0)_and_TG(18:0_18:1_21:0)_M+NH3_feature1	TG(57:1)	TG 57:1	TG(57:1)	TG(57:1)>TG(16:0_18:1_23:0)_and_TG(18:0_18:1_21:0)_M+NH3_feature1	TG	57	1	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C60H114O6	930.8615	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(57:2)_M+NH3_feature1	645	TG(57:2)_M+NH3_feature1	TG(57:2)	TG 57:2	TG(57:2)	TG(57:2)_M+NH3_feature1	TG	57	2	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C60H112O6	928.8459	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(57:3)_M+NH3_feature2	646	TG(57:3)_M+NH3_feature2	TG(57:3)_lp_b	TG 57:3	TG(57:3)_lp_b	TG(57:3)_M+NH3_feature2	TG	57	3	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C60H110O6	926.8302	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(57:4)_M+NH3_feature2	647	TG(57:4)_M+NH3_feature2	TG(57:4)_lp_b	TG 57:4	TG(57:4)_lp_b	TG(57:4)_M+NH3_feature2	TG	57	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C60H108O6	924.8146	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(57:4)_M+NH3_feature3	648	TG(57:4)_M+NH3_feature3	TG(57:4)_lp_c	TG 57:4	TG(57:4)_lp_c	TG(57:4)_M+NH3_feature3	TG	57	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C60H108O6	924.8146	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:1)>TG(16:0_18:1_24:0)_and_TG(16:0_16:0_26:1)_and_TG(18:0_18:1_22:0)_M+NH3_feature1	649	TG(58:1)>TG(16:0_18:1_24:0)_and_TG(16:0_16:0_26:1)_and_TG(18:0_18:1_22:0)_M+NH3_feature1	TG(58:1)_lp_a	TG 58:1	TG(58:1)_lp_a	TG(58:1)>TG(16:0_18:1_24:0)_and_TG(16:0_16:0_26:1)_and_TG(18:0_18:1_22:0)_M+NH3_feature1	TG	58	1	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H116O6	944.8772	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:10)_M+NH3_feature1	650	TG(58:10)_M+NH3_feature1	TG(58:10)_lp_a	TG 58:10	TG(58:10)_lp_a	TG(58:10)_M+NH3_feature1	TG	58	10	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H98O6	926.7363	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:10)_M+NH3_feature2	651	TG(58:10)_M+NH3_feature2	TG(58:10)_lp_b	TG 58:10	TG(58:10)_lp_b	TG(58:10)_M+NH3_feature2	TG	58	10	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H98O6	926.7363	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:11)_M+NH3_feature1	652	TG(58:11)_M+NH3_feature1	TG(58:11)_lp_a	TG 58:11	TG(58:11)_lp_a	TG(58:11)_M+NH3_feature1	TG	58	11	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H96O6	924.7207	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:11)_M+NH3_feature2	653	TG(58:11)_M+NH3_feature2	TG(58:11)_lp_b	TG 58:11	TG(58:11)_lp_b	TG(58:11)_M+NH3_feature2	TG	58	11	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H96O6	924.7207	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:2)_feature3	654	TG(58:2)_feature3	TG(58:2)_lp_c	TG 58:2	TG(58:2)_lp_c	TG(58:2)_M+NH3_feature3	TG	58	2	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H114O6	942.8615	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:3)_M+NH3_feature1	655	TG(58:3)_M+NH3_feature1	TG(58:3)_lp_a	TG 58:3	TG(58:3)_lp_a	TG(58:3)>TG(18:1_20:1_20:1)_and_TG(18:1_18:1_22:1)_M+NH3_feature1	TG	58	3	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H112O6	940.8459	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:4)_M+NH3_feature5	656	TG(58:4)_M+NH3_feature5	TG(58:4)_lp_e	TG 58:4	TG(58:4)_lp_e	TG(58:4)_M+NH3_feature5	TG	58	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H110O6	938.8302	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:4)_feature6	657	TG(58:4)_feature6	TG(58:34)_lp_f	TG 58:34*	TG(58:34)_lp_f	TG(58:4)_feature6	TG	58	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H50O6	878.3607	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:5)_M+NH3_feature6	658	TG(58:5)_M+NH3_feature6	TG(58:5)_lp_f	TG 58:5	TG(58:5)_lp_f	TG(58:5)_M+NH3_feature6	TG	58	5	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H108O6	936.8146	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:6)>TG(18:0_18:0_22:6)_M+NH3_feature7	659	TG(58:6)>TG(18:0_18:0_22:6)_M+NH3_feature7	TG(18:0_18:0_22:6)_g	TG 18:0_18:0_22:6	TG(18:0_18:0_22:6)_g	TG(58:6)>TG(18:0_18:0_22:6)_M+NH3_feature7	TG	58	6	TG 18:0_18:0_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H106O6	934.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:6)_M+NH3_feature1	660	TG(58:6)_M+NH3_feature1	TG(58:6)_lp_a	TG 58:6	TG(58:6)_lp_a	TG(58:6)_M+NH3_feature1	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H106O6	934.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:6)_M+NH3_feature5	661	TG(58:6)_M+NH3_feature5	TG(58:6)_lp_e	TG 58:6	TG(58:6)_lp_e	TG(58:6)_M+NH3_feature5	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H106O6	934.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:6)_M+NH3_feature6	662	TG(58:6)_M+NH3_feature6	TG(58:6)_lp_f	TG 58:6	TG(58:6)_lp_f	TG(58:6)_M+NH3_feature6	TG	58	6	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H106O6	934.7989	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature5	663	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature5	TG(18:0_18:1_22:6)_lp_e	TG 18:0_18:1_22:6	TG(18:0_18:1_22:6)_lp_e	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature5	TG	58	7	TG 18:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H104O6	932.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:7)>TG(18:0_18:1_22:6)_feature3	664	TG(58:7)>TG(18:0_18:1_22:6)_feature3	TG(18:0_18:1_22:6)_lp_c	TG 18:0_18:1_22:6	TG(18:0_18:1_22:6)_lp_c	TG(58:7)>TG(18:0_18:1_22:6)_feature3	TG	58	7	TG 18:0_18:1_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H104O6	932.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:8)>TG(18:2_18:2_22:4)_feature4	665	TG(58:8)>TG(18:2_18:2_22:4)_feature4	TG(18:0_18:1_22:6)_lp_d	TG 18:0_18:1_22:6	TG(18:0_18:1_22:6)_lp_d	TG(58:8)>TG(18:2_18:2_22:4)_feature4	TG	58	8	TG 18:2_18:2_22:4	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H104O6	932.7833	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:9)_M+NH3_feature1	666	TG(58:9)_M+NH3_feature1	TG(58:9)_lp_a	TG 58:9	TG(58:9)_lp_a	TG(58:9)_M+NH3_feature1	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H100O6	928.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:9)_M+NH3_feature2	667	TG(58:9)_M+NH3_feature2	TG(58:9)_lp_b	TG 58:9	TG(58:9)_lp_b	TG(58:9)_M+NH3_feature2	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H100O6	928.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(58:9)_M+NH3_feature3	668	TG(58:9)_M+NH3_feature3	TG(58:9)_lp_c	TG 58:9	TG(58:9)_lp_c	TG(58:9)_M+NH3_feature3	TG	58	9	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C61H100O6	928.752	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature3	669	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature3	TG(60:10)_lp_c	TG 60:10	TG(60:10)_lp_c	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature3	TG	60	10	TG 18:0_20:4_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C63H102O6	954.7676	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature4	670	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature4	TG(60:10)_lp_d	TG 60:10	TG(60:10)_lp_d	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature4	TG	60	10	TG 18:0_20:4_22:6	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C63H102O6	954.7676	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(60:3)_M+NH3_feature2	671	TG(60:3)_M+NH3_feature2	TG(60:3)_lp_b	TG 60:3	TG(60:3)_lp_b	TG(60:3)_M+NH3_feature2	TG	60	3	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C63H116O6	968.8772	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
TG(60:4)_feature1	672	TG(60:4)_feature1	TG(60:4)_lp_a	TG 60:4	TG(60:4)_lp_a	TG(60:4)_feature1	TG	60	4	NA	Glycerolipids	Triradylglycerols	TAG	Lipids and Lipid related compounds	C63H114O6	966.8615	NA	C00422				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
coenzyme(Q8)_feature1	673	coenzyme(Q8)_feature1	coenzyme(Q8)	Coenzyme Q8	coenzyme(Q8)	coenzyme(Q8)_feature1	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Ubiquinones	Vitamin, vitamin-like substance and Cofactor	C49H74O4	726.5587	5283546	C17569	ICFIZJQGJAJRSU-SGHXUWJISA-N	LMPR02010005		61683	0	Lipids	Vitamin, vitamin-like substance Cofactor	NB	Vitamin, vitamin-like substance and Cofactor	Lipids		NA	metab-u-lrppos
eucramide 2M_feature1	674	eucramide 2M_feature1	Eucramide Dimer	13Z-Docosenamide	Eucramide Dimer	eucramide dimer	Monoalkylamines	NA	NA	NA	Fatty Acyls	Fatty amines	Monoalkylamines	Lipids and Lipid related compounds	C22H43NO	337.3345	5365371		UAUDZVJPLUQNMU-KTKRTIGZSA-N			NA	0	Other	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids and Lipid related compounds		NA	metab-u-lrppos
sn-glycero-3-phosphocholine	675	sn-glycero-3-phosphocholine	sn-glycero-3-phosphocholine_feature1	sn-Glycero-3-phosphocholine	sn-glycero-3-phosphocholine_feature1	sn-glycero-3-phosphocholine	NA	NA	NA	NA	Organic acids	Organic phosphoric acids	Organic phosphoric acids	Lipids and Lipid related compounds	C8H20NO6P	257.1028	657272	C00670	SUHOQUVVVLNYQR-MRVPVSSYSA-N			55397	0	Organic Acids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids and Lipid related compounds		NA	metab-u-lrppos
ubiquinol Q9 _feature1	676	ubiquinol Q9 _feature1	Ubiquinol Q9	Coenzyme Q9	Ubiquinol Q9	Ubiquinol Q9_feature1	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Ubiquinones	Vitamin, vitamin-like substance and Cofactor	C54H82O4	794.6213	5280473	C01967	UUGXJSBPSRROMU-WJNLUYJISA-N	LMPR02010004	HMDB0006707	18160	0	Lipids	Vitamin, vitamin-like substance Cofactor	NB	Vitamin, vitamin-like substance and Cofactor	Lipids		NA	metab-u-lrppos
CL(72:8)_feature1	677	CL(72:8)_feature1	CL(72:8)	CL 72:8	CL(72:8)	CL(72:8)_M-2H_feature1	CL	72	8	NA	Glycerophospholipids	Cardiolipins	CL	Lipids and Lipid related compounds	C81H142O17P2	1448.972	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
Cer(d34:1)_M+H2CO2_feature1	678	Cer(d34:1)_M+H2CO2_feature1	Cer(d34:1)	Cer 34:1;O2	Cer(d34:1)	Cer(d34:1)_M+H2CO2_feature1	Cer	34	1	NA	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C34H67NO3	537.5121	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
Cer(d36:1)_M+H2CO2_feature1	679	Cer(d36:1)_M+H2CO2_feature1	Cer(d36:1)	Cer 36:1;O2	Cer(d36:1)	Cer(d36:1)_M+H2CO2_feature1	Cer	36	1	NA	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C36H71NO3	565.5434	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
Cer(d36:2)_M+H2CO2_feature1	680	Cer(d36:2)_M+H2CO2_feature1	Cer(d36:2)	Cer 36:2;O2	Cer(d36:2)	Cer(d36:2)_M+H2CO2_feature1	Cer	36	2	NA	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C36H69NO3	563.5277	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
Cer(d40:2)_M+H2CO2_feature2	681	Cer(d40:2)_M+H2CO2_feature2	Cer(d40:2)_ln_b	Cer 40:2;O2	Cer(d40:2)_ln_b	Cer(d40:2)_M+H2CO2_feature2	Cer	40	2	NA	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C40H77NO3	619.5903	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
